,settlementDate,settlementPeriod,startTime
612,2020-01-16,38,2020-01-16T18:30:00Z
611,2020-01-16,39,2020-01-16T19:00:00Z
610,2020-01-16,40,2020-01-16T19:30:00Z
609,2020-01-16,41,2020-01-16T20:00:00Z
608,2020-01-16,42,2020-01-16T20:30:00Z
607,2020-01-16,43,2020-01-16T21:00:00Z
606,2020-01-16,44,2020-01-16T21:30:00Z
605,2020-01-16,45,2020-01-16T22:00:00Z
604,2020-01-16,46,2020-01-16T22:30:00Z
603,2020-01-16,47,2020-01-16T23:00:00Z
602,2020-01-16,48,2020-01-16T23:30:00Z
601,2020-01-17,1,2020-01-17T00:00:00Z
600,2020-01-17,2,2020-01-17T00:30:00Z
599,2020-01-17,3,2020-01-17T01:00:00Z
598,2020-01-17,4,2020-01-17T01:30:00Z
597,2020-01-17,5,2020-01-17T02:00:00Z
596,2020-01-17,6,2020-01-17T02:30:00Z
595,2020-01-17,7,2020-01-17T03:00:00Z
594,2020-01-17,8,2020-01-17T03:30:00Z
593,2020-01-17,9,2020-01-17T04:00:00Z
592,2020-01-17,10,2020-01-17T04:30:00Z
591,2020-01-17,11,2020-01-17T05:00:00Z
590,2020-01-17,12,2020-01-17T05:30:00Z
589,2020-01-17,13,2020-01-17T06:00:00Z
588,2020-01-17,14,2020-01-17T06:30:00Z
587,2020-01-17,16,2020-01-17T07:30:00Z
586,2020-01-17,17,2020-01-17T08:00:00Z
585,2020-01-17,18,2020-01-17T08:30:00Z
584,2020-01-17,19,2020-01-17T09:00:00Z
583,2020-01-17,20,2020-01-17T09:30:00Z
582,2020-01-17,21,2020-01-17T10:00:00Z
581,2020-01-17,22,2020-01-17T10:30:00Z
580,2020-01-17,23,2020-01-17T11:00:00Z
579,2020-01-17,24,2020-01-17T11:30:00Z
578,2020-01-17,27,2020-01-17T13:00:00Z
577,2020-01-17,31,2020-01-17T15:00:00Z
576,2020-01-17,32,2020-01-17T15:30:00Z
575,2020-01-17,33,2020-01-17T16:00:00Z
574,2020-01-17,34,2020-01-17T16:30:00Z
573,2020-01-17,35,2020-01-17T17:00:00Z
572,2020-01-17,36,2020-01-17T17:30:00Z
571,2020-01-17,37,2020-01-17T18:00:00Z
570,2020-01-17,38,2020-01-17T18:30:00Z
569,2020-01-17,39,2020-01-17T19:00:00Z
568,2020-01-17,43,2020-01-17T21:00:00Z
567,2020-01-17,44,2020-01-17T21:30:00Z
566,2020-01-17,45,2020-01-17T22:00:00Z
565,2020-01-17,46,2020-01-17T22:30:00Z
564,2020-01-17,47,2020-01-17T23:00:00Z
563,2020-01-17,48,2020-01-17T23:30:00Z
562,2020-01-18,1,2020-01-18T00:00:00Z
561,2020-01-18,2,2020-01-18T00:30:00Z
560,2020-01-18,3,2020-01-18T01:00:00Z
559,2020-01-18,4,2020-01-18T01:30:00Z
558,2020-01-18,5,2020-01-18T02:00:00Z
557,2020-01-18,6,2020-01-18T02:30:00Z
556,2020-01-18,7,2020-01-18T03:00:00Z
555,2020-01-18,8,2020-01-18T03:30:00Z
554,2020-01-18,9,2020-01-18T04:00:00Z
553,2020-01-18,10,2020-01-18T04:30:00Z
552,2020-01-18,11,2020-01-18T05:00:00Z
551,2020-01-18,12,2020-01-18T05:30:00Z
550,2020-01-18,13,2020-01-18T06:00:00Z
549,2020-01-18,14,2020-01-18T06:30:00Z
548,2020-01-18,15,2020-01-18T07:00:00Z
547,2020-01-18,16,2020-01-18T07:30:00Z
546,2020-01-18,17,2020-01-18T08:00:00Z
545,2020-01-18,18,2020-01-18T08:30:00Z
544,2020-01-18,19,2020-01-18T09:00:00Z
543,2020-01-18,20,2020-01-18T09:30:00Z
542,2020-01-18,21,2020-01-18T10:00:00Z
541,2020-01-18,22,2020-01-18T10:30:00Z
540,2020-01-18,23,2020-01-18T11:00:00Z
539,2020-01-18,24,2020-01-18T11:30:00Z
538,2020-01-18,25,2020-01-18T12:00:00Z
537,2020-01-18,26,2020-01-18T12:30:00Z
536,2020-01-18,35,2020-01-18T17:00:00Z
535,2020-01-18,36,2020-01-18T17:30:00Z
534,2020-01-18,37,2020-01-18T18:00:00Z
533,2020-01-18,44,2020-01-18T21:30:00Z
532,2020-01-18,45,2020-01-18T22:00:00Z
531,2020-01-18,46,2020-01-18T22:30:00Z
530,2020-01-18,47,2020-01-18T23:00:00Z
529,2020-01-18,48,2020-01-18T23:30:00Z
528,2020-01-19,1,2020-01-19T00:00:00Z
527,2020-01-19,2,2020-01-19T00:30:00Z
526,2020-01-19,3,2020-01-19T01:00:00Z
525,2020-01-19,4,2020-01-19T01:30:00Z
524,2020-01-19,5,2020-01-19T02:00:00Z
523,2020-01-19,6,2020-01-19T02:30:00Z
522,2020-01-19,7,2020-01-19T03:00:00Z
521,2020-01-19,8,2020-01-19T03:30:00Z
520,2020-01-19,9,2020-01-19T04:00:00Z
519,2020-01-19,10,2020-01-19T04:30:00Z
518,2020-01-19,11,2020-01-19T05:00:00Z
517,2020-01-19,12,2020-01-19T05:30:00Z
516,2020-01-19,13,2020-01-19T06:00:00Z
515,2020-01-19,14,2020-01-19T06:30:00Z
514,2020-01-19,15,2020-01-19T07:00:00Z
513,2020-01-19,16,2020-01-19T07:30:00Z
512,2020-01-19,17,2020-01-19T08:00:00Z
511,2020-01-19,18,2020-01-19T08:30:00Z
510,2020-01-19,19,2020-01-19T09:00:00Z
509,2020-01-19,34,2020-01-19T16:30:00Z
508,2020-01-19,35,2020-01-19T17:00:00Z
507,2020-01-19,36,2020-01-19T17:30:00Z
506,2020-01-19,37,2020-01-19T18:00:00Z
505,2020-01-19,38,2020-01-19T18:30:00Z
504,2020-01-19,45,2020-01-19T22:00:00Z
503,2020-01-19,46,2020-01-19T22:30:00Z
502,2020-01-19,47,2020-01-19T23:00:00Z
501,2020-01-19,48,2020-01-19T23:30:00Z
500,2020-01-20,1,2020-01-20T00:00:00Z
499,2020-01-20,2,2020-01-20T00:30:00Z
498,2020-01-20,3,2020-01-20T01:00:00Z
497,2020-01-20,4,2020-01-20T01:30:00Z
496,2020-01-20,5,2020-01-20T02:00:00Z
495,2020-01-20,6,2020-01-20T02:30:00Z
494,2020-01-20,7,2020-01-20T03:00:00Z
493,2020-01-20,8,2020-01-20T03:30:00Z
492,2020-01-20,9,2020-01-20T04:00:00Z
491,2020-01-20,10,2020-01-20T04:30:00Z
490,2020-01-20,11,2020-01-20T05:00:00Z
489,2020-01-20,15,2020-01-20T07:00:00Z
488,2020-01-20,16,2020-01-20T07:30:00Z
487,2020-01-20,47,2020-01-20T23:00:00Z
486,2020-01-20,48,2020-01-20T23:30:00Z
485,2020-01-21,1,2020-01-21T00:00:00Z
484,2020-01-21,2,2020-01-21T00:30:00Z
483,2020-01-21,3,2020-01-21T01:00:00Z
482,2020-01-21,4,2020-01-21T01:30:00Z
481,2020-01-21,5,2020-01-21T02:00:00Z
480,2020-01-21,6,2020-01-21T02:30:00Z
479,2020-01-21,7,2020-01-21T03:00:00Z
478,2020-01-21,8,2020-01-21T03:30:00Z
477,2020-01-21,9,2020-01-21T04:00:00Z
476,2020-01-21,10,2020-01-21T04:30:00Z
475,2020-01-21,11,2020-01-21T05:00:00Z
474,2020-01-21,13,2020-01-21T06:00:00Z
473,2020-01-21,14,2020-01-21T06:30:00Z
472,2020-01-21,15,2020-01-21T07:00:00Z
471,2020-01-21,16,2020-01-21T07:30:00Z
470,2020-01-21,17,2020-01-21T08:00:00Z
469,2020-01-21,18,2020-01-21T08:30:00Z
468,2020-01-21,19,2020-01-21T09:00:00Z
467,2020-01-21,20,2020-01-21T09:30:00Z
466,2020-01-21,21,2020-01-21T10:00:00Z
465,2020-01-21,22,2020-01-21T10:30:00Z
464,2020-01-21,23,2020-01-21T11:00:00Z
463,2020-01-21,24,2020-01-21T11:30:00Z
462,2020-01-21,25,2020-01-21T12:00:00Z
461,2020-01-21,26,2020-01-21T12:30:00Z
460,2020-01-21,31,2020-01-21T15:00:00Z
459,2020-01-21,32,2020-01-21T15:30:00Z
458,2020-01-21,33,2020-01-21T16:00:00Z
457,2020-01-21,34,2020-01-21T16:30:00Z
456,2020-01-21,35,2020-01-21T17:00:00Z
455,2020-01-21,36,2020-01-21T17:30:00Z
454,2020-01-21,37,2020-01-21T18:00:00Z
453,2020-01-21,38,2020-01-21T18:30:00Z
452,2020-01-22,1,2020-01-22T00:00:00Z
890,2020-01-22,1,2020-01-22T00:00:00Z
889,2020-01-22,2,2020-01-22T00:30:00Z
888,2020-01-22,3,2020-01-22T01:00:00Z
887,2020-01-22,4,2020-01-22T01:30:00Z
886,2020-01-22,5,2020-01-22T02:00:00Z
885,2020-01-22,6,2020-01-22T02:30:00Z
884,2020-01-22,7,2020-01-22T03:00:00Z
883,2020-01-22,8,2020-01-22T03:30:00Z
882,2020-01-22,9,2020-01-22T04:00:00Z
881,2020-01-22,10,2020-01-22T04:30:00Z
880,2020-01-22,11,2020-01-22T05:00:00Z
879,2020-01-22,13,2020-01-22T06:00:00Z
878,2020-01-22,14,2020-01-22T06:30:00Z
877,2020-01-22,15,2020-01-22T07:00:00Z
876,2020-01-22,16,2020-01-22T07:30:00Z
875,2020-01-22,17,2020-01-22T08:00:00Z
874,2020-01-22,18,2020-01-22T08:30:00Z
873,2020-01-22,31,2020-01-22T15:00:00Z
872,2020-01-22,32,2020-01-22T15:30:00Z
871,2020-01-22,33,2020-01-22T16:00:00Z
870,2020-01-22,34,2020-01-22T16:30:00Z
869,2020-01-22,47,2020-01-22T23:00:00Z
868,2020-01-22,48,2020-01-22T23:30:00Z
867,2020-01-23,1,2020-01-23T00:00:00Z
866,2020-01-23,2,2020-01-23T00:30:00Z
865,2020-01-23,3,2020-01-23T01:00:00Z
864,2020-01-23,4,2020-01-23T01:30:00Z
863,2020-01-23,5,2020-01-23T02:00:00Z
862,2020-01-23,6,2020-01-23T02:30:00Z
861,2020-01-23,7,2020-01-23T03:00:00Z
860,2020-01-23,8,2020-01-23T03:30:00Z
859,2020-01-23,9,2020-01-23T04:00:00Z
858,2020-01-23,10,2020-01-23T04:30:00Z
857,2020-01-23,11,2020-01-23T05:00:00Z
856,2020-01-23,12,2020-01-23T05:30:00Z
855,2020-01-23,13,2020-01-23T06:00:00Z
854,2020-01-23,14,2020-01-23T06:30:00Z
853,2020-01-23,15,2020-01-23T07:00:00Z
852,2020-01-23,16,2020-01-23T07:30:00Z
851,2020-01-23,17,2020-01-23T08:00:00Z
850,2020-01-23,18,2020-01-23T08:30:00Z
849,2020-01-23,19,2020-01-23T09:00:00Z
848,2020-01-23,20,2020-01-23T09:30:00Z
847,2020-01-23,21,2020-01-23T10:00:00Z
846,2020-01-23,22,2020-01-23T10:30:00Z
845,2020-01-23,23,2020-01-23T11:00:00Z
844,2020-01-23,24,2020-01-23T11:30:00Z
843,2020-01-23,25,2020-01-23T12:00:00Z
842,2020-01-23,26,2020-01-23T12:30:00Z
841,2020-01-23,27,2020-01-23T13:00:00Z
840,2020-01-23,29,2020-01-23T14:00:00Z
839,2020-01-23,30,2020-01-23T14:30:00Z
838,2020-01-23,31,2020-01-23T15:00:00Z
837,2020-01-23,32,2020-01-23T15:30:00Z
836,2020-01-23,47,2020-01-23T23:00:00Z
835,2020-01-23,48,2020-01-23T23:30:00Z
834,2020-01-24,1,2020-01-24T00:00:00Z
833,2020-01-24,2,2020-01-24T00:30:00Z
832,2020-01-24,3,2020-01-24T01:00:00Z
831,2020-01-24,4,2020-01-24T01:30:00Z
830,2020-01-24,5,2020-01-24T02:00:00Z
829,2020-01-24,6,2020-01-24T02:30:00Z
828,2020-01-24,7,2020-01-24T03:00:00Z
827,2020-01-24,8,2020-01-24T03:30:00Z
826,2020-01-24,9,2020-01-24T04:00:00Z
825,2020-01-24,10,2020-01-24T04:30:00Z
824,2020-01-24,11,2020-01-24T05:00:00Z
823,2020-01-24,12,2020-01-24T05:30:00Z
822,2020-01-24,13,2020-01-24T06:00:00Z
821,2020-01-24,14,2020-01-24T06:30:00Z
820,2020-01-24,15,2020-01-24T07:00:00Z
819,2020-01-24,16,2020-01-24T07:30:00Z
818,2020-01-24,31,2020-01-24T15:00:00Z
817,2020-01-24,32,2020-01-24T15:30:00Z
816,2020-01-24,45,2020-01-24T22:00:00Z
815,2020-01-24,46,2020-01-24T22:30:00Z
814,2020-01-24,47,2020-01-24T23:00:00Z
813,2020-01-24,48,2020-01-24T23:30:00Z
812,2020-01-25,1,2020-01-25T00:00:00Z
811,2020-01-25,2,2020-01-25T00:30:00Z
810,2020-01-25,3,2020-01-25T01:00:00Z
809,2020-01-25,4,2020-01-25T01:30:00Z
808,2020-01-25,5,2020-01-25T02:00:00Z
807,2020-01-25,6,2020-01-25T02:30:00Z
806,2020-01-25,7,2020-01-25T03:00:00Z
805,2020-01-25,8,2020-01-25T03:30:00Z
804,2020-01-25,9,2020-01-25T04:00:00Z
803,2020-01-25,10,2020-01-25T04:30:00Z
802,2020-01-25,11,2020-01-25T05:00:00Z
801,2020-01-25,12,2020-01-25T05:30:00Z
800,2020-01-25,13,2020-01-25T06:00:00Z
799,2020-01-25,14,2020-01-25T06:30:00Z
798,2020-01-25,15,2020-01-25T07:00:00Z
797,2020-01-25,16,2020-01-25T07:30:00Z
796,2020-01-25,17,2020-01-25T08:00:00Z
795,2020-01-25,18,2020-01-25T08:30:00Z
794,2020-01-25,19,2020-01-25T09:00:00Z
793,2020-01-25,20,2020-01-25T09:30:00Z
792,2020-01-25,21,2020-01-25T10:00:00Z
791,2020-01-25,22,2020-01-25T10:30:00Z
790,2020-01-25,23,2020-01-25T11:00:00Z
789,2020-01-25,24,2020-01-25T11:30:00Z
788,2020-01-25,25,2020-01-25T12:00:00Z
787,2020-01-25,26,2020-01-25T12:30:00Z
786,2020-01-25,27,2020-01-25T13:00:00Z
785,2020-01-25,41,2020-01-25T20:00:00Z
784,2020-01-25,42,2020-01-25T20:30:00Z
783,2020-01-25,43,2020-01-25T21:00:00Z
782,2020-01-25,44,2020-01-25T21:30:00Z
781,2020-01-25,45,2020-01-25T22:00:00Z
780,2020-01-25,46,2020-01-25T22:30:00Z
779,2020-01-25,47,2020-01-25T23:00:00Z
778,2020-01-25,48,2020-01-25T23:30:00Z
777,2020-01-26,1,2020-01-26T00:00:00Z
776,2020-01-26,2,2020-01-26T00:30:00Z
775,2020-01-26,3,2020-01-26T01:00:00Z
774,2020-01-26,4,2020-01-26T01:30:00Z
773,2020-01-26,5,2020-01-26T02:00:00Z
772,2020-01-26,6,2020-01-26T02:30:00Z
771,2020-01-26,7,2020-01-26T03:00:00Z
770,2020-01-26,8,2020-01-26T03:30:00Z
769,2020-01-26,9,2020-01-26T04:00:00Z
768,2020-01-26,10,2020-01-26T04:30:00Z
767,2020-01-26,11,2020-01-26T05:00:00Z
766,2020-01-26,12,2020-01-26T05:30:00Z
765,2020-01-26,13,2020-01-26T06:00:00Z
764,2020-01-26,14,2020-01-26T06:30:00Z
763,2020-01-26,15,2020-01-26T07:00:00Z
762,2020-01-26,16,2020-01-26T07:30:00Z
761,2020-01-26,17,2020-01-26T08:00:00Z
760,2020-01-26,18,2020-01-26T08:30:00Z
759,2020-01-26,19,2020-01-26T09:00:00Z
758,2020-01-26,20,2020-01-26T09:30:00Z
757,2020-01-26,21,2020-01-26T10:00:00Z
756,2020-01-26,22,2020-01-26T10:30:00Z
755,2020-01-26,23,2020-01-26T11:00:00Z
754,2020-01-26,24,2020-01-26T11:30:00Z
753,2020-01-26,33,2020-01-26T16:00:00Z
752,2020-01-26,34,2020-01-26T16:30:00Z
751,2020-01-26,35,2020-01-26T17:00:00Z
750,2020-01-26,36,2020-01-26T17:30:00Z
749,2020-01-26,43,2020-01-26T21:00:00Z
748,2020-01-26,44,2020-01-26T21:30:00Z
747,2020-01-26,45,2020-01-26T22:00:00Z
746,2020-01-26,46,2020-01-26T22:30:00Z
745,2020-01-26,47,2020-01-26T23:00:00Z
744,2020-01-26,48,2020-01-26T23:30:00Z
743,2020-01-27,1,2020-01-27T00:00:00Z
742,2020-01-27,2,2020-01-27T00:30:00Z
741,2020-01-27,3,2020-01-27T01:00:00Z
740,2020-01-27,4,2020-01-27T01:30:00Z
739,2020-01-27,5,2020-01-27T02:00:00Z
738,2020-01-27,6,2020-01-27T02:30:00Z
737,2020-01-27,7,2020-01-27T03:00:00Z
736,2020-01-27,8,2020-01-27T03:30:00Z
735,2020-01-27,9,2020-01-27T04:00:00Z
734,2020-01-27,10,2020-01-27T04:30:00Z
733,2020-01-27,11,2020-01-27T05:00:00Z
732,2020-01-27,12,2020-01-27T05:30:00Z
731,2020-01-27,13,2020-01-27T06:00:00Z
730,2020-01-27,14,2020-01-27T06:30:00Z
729,2020-01-27,25,2020-01-27T12:00:00Z
728,2020-01-27,26,2020-01-27T12:30:00Z
727,2020-01-27,27,2020-01-27T13:00:00Z
726,2020-01-27,28,2020-01-27T13:30:00Z
725,2020-01-27,29,2020-01-27T14:00:00Z
724,2020-01-27,30,2020-01-27T14:30:00Z
723,2020-01-27,31,2020-01-27T15:00:00Z
722,2020-01-27,32,2020-01-27T15:30:00Z
721,2020-01-27,46,2020-01-27T22:30:00Z
720,2020-01-27,47,2020-01-27T23:00:00Z
719,2020-01-27,48,2020-01-27T23:30:00Z
718,2020-01-28,1,2020-01-28T00:00:00Z
717,2020-01-28,2,2020-01-28T00:30:00Z
716,2020-01-28,3,2020-01-28T01:00:00Z
715,2020-01-28,4,2020-01-28T01:30:00Z
714,2020-01-28,5,2020-01-28T02:00:00Z
713,2020-01-28,6,2020-01-28T02:30:00Z
712,2020-01-28,7,2020-01-28T03:00:00Z
711,2020-01-28,8,2020-01-28T03:30:00Z
710,2020-01-28,9,2020-01-28T04:00:00Z
709,2020-01-28,10,2020-01-28T04:30:00Z
708,2020-01-28,11,2020-01-28T05:00:00Z
707,2020-01-28,12,2020-01-28T05:30:00Z
706,2020-01-28,13,2020-01-28T06:00:00Z
705,2020-01-28,14,2020-01-28T06:30:00Z
704,2020-01-28,29,2020-01-28T14:00:00Z
703,2020-01-28,30,2020-01-28T14:30:00Z
702,2020-01-28,45,2020-01-28T22:00:00Z
701,2020-01-28,46,2020-01-28T22:30:00Z
700,2020-01-28,47,2020-01-28T23:00:00Z
699,2020-01-28,48,2020-01-28T23:30:00Z
698,2020-01-29,1,2020-01-29T00:00:00Z
1116,2020-01-29,1,2020-01-29T00:00:00Z
1115,2020-01-29,2,2020-01-29T00:30:00Z
1114,2020-01-29,3,2020-01-29T01:00:00Z
1113,2020-01-29,4,2020-01-29T01:30:00Z
1112,2020-01-29,5,2020-01-29T02:00:00Z
1111,2020-01-29,6,2020-01-29T02:30:00Z
1110,2020-01-29,7,2020-01-29T03:00:00Z
1109,2020-01-29,8,2020-01-29T03:30:00Z
1108,2020-01-29,9,2020-01-29T04:00:00Z
1107,2020-01-29,10,2020-01-29T04:30:00Z
1106,2020-01-29,11,2020-01-29T05:00:00Z
1105,2020-01-29,12,2020-01-29T05:30:00Z
1104,2020-01-29,13,2020-01-29T06:00:00Z
1103,2020-01-29,14,2020-01-29T06:30:00Z
1102,2020-01-29,15,2020-01-29T07:00:00Z
1101,2020-01-29,16,2020-01-29T07:30:00Z
1100,2020-01-29,17,2020-01-29T08:00:00Z
1099,2020-01-29,18,2020-01-29T08:30:00Z
1098,2020-01-29,19,2020-01-29T09:00:00Z
1097,2020-01-29,20,2020-01-29T09:30:00Z
1096,2020-01-29,21,2020-01-29T10:00:00Z
1095,2020-01-29,22,2020-01-29T10:30:00Z
1094,2020-01-29,23,2020-01-29T11:00:00Z
1093,2020-01-29,24,2020-01-29T11:30:00Z
1092,2020-01-29,33,2020-01-29T16:00:00Z
1091,2020-01-29,34,2020-01-29T16:30:00Z
1090,2020-01-29,35,2020-01-29T17:00:00Z
1089,2020-01-29,36,2020-01-29T17:30:00Z
1088,2020-01-29,37,2020-01-29T18:00:00Z
1087,2020-01-29,38,2020-01-29T18:30:00Z
1086,2020-01-29,39,2020-01-29T19:00:00Z
1085,2020-01-29,40,2020-01-29T19:30:00Z
1084,2020-01-29,44,2020-01-29T21:30:00Z
1083,2020-01-29,45,2020-01-29T22:00:00Z
1082,2020-01-29,46,2020-01-29T22:30:00Z
1081,2020-01-29,47,2020-01-29T23:00:00Z
1080,2020-01-29,48,2020-01-29T23:30:00Z
1079,2020-01-30,1,2020-01-30T00:00:00Z
1078,2020-01-30,2,2020-01-30T00:30:00Z
1077,2020-01-30,3,2020-01-30T01:00:00Z
1076,2020-01-30,4,2020-01-30T01:30:00Z
1075,2020-01-30,5,2020-01-30T02:00:00Z
1074,2020-01-30,6,2020-01-30T02:30:00Z
1073,2020-01-30,7,2020-01-30T03:00:00Z
1072,2020-01-30,8,2020-01-30T03:30:00Z
1071,2020-01-30,9,2020-01-30T04:00:00Z
1070,2020-01-30,10,2020-01-30T04:30:00Z
1069,2020-01-30,11,2020-01-30T05:00:00Z
1068,2020-01-30,12,2020-01-30T05:30:00Z
1067,2020-01-30,13,2020-01-30T06:00:00Z
1066,2020-01-30,14,2020-01-30T06:30:00Z
1065,2020-01-30,15,2020-01-30T07:00:00Z
1064,2020-01-30,16,2020-01-30T07:30:00Z
1063,2020-01-30,17,2020-01-30T08:00:00Z
1062,2020-01-30,18,2020-01-30T08:30:00Z
1061,2020-01-30,19,2020-01-30T09:00:00Z
1060,2020-01-30,20,2020-01-30T09:30:00Z
1059,2020-01-30,21,2020-01-30T10:00:00Z
1058,2020-01-30,22,2020-01-30T10:30:00Z
1057,2020-01-30,31,2020-01-30T15:00:00Z
1056,2020-01-30,32,2020-01-30T15:30:00Z
1055,2020-01-30,33,2020-01-30T16:00:00Z
1054,2020-01-30,34,2020-01-30T16:30:00Z
1053,2020-01-30,35,2020-01-30T17:00:00Z
1052,2020-01-30,36,2020-01-30T17:30:00Z
1051,2020-01-30,37,2020-01-30T18:00:00Z
1050,2020-01-30,43,2020-01-30T21:00:00Z
1049,2020-01-30,44,2020-01-30T21:30:00Z
1048,2020-01-30,45,2020-01-30T22:00:00Z
1047,2020-01-30,46,2020-01-30T22:30:00Z
1046,2020-01-30,47,2020-01-30T23:00:00Z
1045,2020-01-30,48,2020-01-30T23:30:00Z
1044,2020-01-31,1,2020-01-31T00:00:00Z
1043,2020-01-31,2,2020-01-31T00:30:00Z
1042,2020-01-31,3,2020-01-31T01:00:00Z
1041,2020-01-31,4,2020-01-31T01:30:00Z
1040,2020-01-31,5,2020-01-31T02:00:00Z
1039,2020-01-31,6,2020-01-31T02:30:00Z
1038,2020-01-31,7,2020-01-31T03:00:00Z
1037,2020-01-31,8,2020-01-31T03:30:00Z
1036,2020-01-31,9,2020-01-31T04:00:00Z
1035,2020-01-31,10,2020-01-31T04:30:00Z
1034,2020-01-31,11,2020-01-31T05:00:00Z
1033,2020-01-31,12,2020-01-31T05:30:00Z
1032,2020-01-31,13,2020-01-31T06:00:00Z
1031,2020-01-31,41,2020-01-31T20:00:00Z
1030,2020-01-31,42,2020-01-31T20:30:00Z
1029,2020-01-31,43,2020-01-31T21:00:00Z
1028,2020-01-31,44,2020-01-31T21:30:00Z
1027,2020-01-31,45,2020-01-31T22:00:00Z
1026,2020-01-31,46,2020-01-31T22:30:00Z
1025,2020-01-31,47,2020-01-31T23:00:00Z
1024,2020-01-31,48,2020-01-31T23:30:00Z
1023,2020-02-01,1,2020-02-01T00:00:00Z
1022,2020-02-01,2,2020-02-01T00:30:00Z
1021,2020-02-01,3,2020-02-01T01:00:00Z
1020,2020-02-01,4,2020-02-01T01:30:00Z
1019,2020-02-01,5,2020-02-01T02:00:00Z
1018,2020-02-01,6,2020-02-01T02:30:00Z
1017,2020-02-01,7,2020-02-01T03:00:00Z
1016,2020-02-01,8,2020-02-01T03:30:00Z
1015,2020-02-01,9,2020-02-01T04:00:00Z
1014,2020-02-01,10,2020-02-01T04:30:00Z
1013,2020-02-01,11,2020-02-01T05:00:00Z
1012,2020-02-01,12,2020-02-01T05:30:00Z
1011,2020-02-01,13,2020-02-01T06:00:00Z
1010,2020-02-01,14,2020-02-01T06:30:00Z
1009,2020-02-01,15,2020-02-01T07:00:00Z
1008,2020-02-01,16,2020-02-01T07:30:00Z
1007,2020-02-01,17,2020-02-01T08:00:00Z
1006,2020-02-01,18,2020-02-01T08:30:00Z
1005,2020-02-01,19,2020-02-01T09:00:00Z
1004,2020-02-01,20,2020-02-01T09:30:00Z
1003,2020-02-01,21,2020-02-01T10:00:00Z
1002,2020-02-01,22,2020-02-01T10:30:00Z
1001,2020-02-01,23,2020-02-01T11:00:00Z
1000,2020-02-01,24,2020-02-01T11:30:00Z
999,2020-02-01,25,2020-02-01T12:00:00Z
998,2020-02-01,26,2020-02-01T12:30:00Z
997,2020-02-01,27,2020-02-01T13:00:00Z
996,2020-02-01,28,2020-02-01T13:30:00Z
995,2020-02-01,29,2020-02-01T14:00:00Z
994,2020-02-01,30,2020-02-01T14:30:00Z
993,2020-02-01,31,2020-02-01T15:00:00Z
992,2020-02-01,32,2020-02-01T15:30:00Z
991,2020-02-01,39,2020-02-01T19:00:00Z
990,2020-02-01,40,2020-02-01T19:30:00Z
989,2020-02-01,41,2020-02-01T20:00:00Z
988,2020-02-01,42,2020-02-01T20:30:00Z
987,2020-02-01,43,2020-02-01T21:00:00Z
986,2020-02-01,44,2020-02-01T21:30:00Z
985,2020-02-01,45,2020-02-01T22:00:00Z
984,2020-02-01,46,2020-02-01T22:30:00Z
983,2020-02-01,47,2020-02-01T23:00:00Z
982,2020-02-01,48,2020-02-01T23:30:00Z
981,2020-02-02,1,2020-02-02T00:00:00Z
980,2020-02-02,2,2020-02-02T00:30:00Z
979,2020-02-02,3,2020-02-02T01:00:00Z
978,2020-02-02,4,2020-02-02T01:30:00Z
977,2020-02-02,5,2020-02-02T02:00:00Z
976,2020-02-02,6,2020-02-02T02:30:00Z
975,2020-02-02,7,2020-02-02T03:00:00Z
974,2020-02-02,8,2020-02-02T03:30:00Z
973,2020-02-02,9,2020-02-02T04:00:00Z
972,2020-02-02,10,2020-02-02T04:30:00Z
971,2020-02-02,11,2020-02-02T05:00:00Z
970,2020-02-02,12,2020-02-02T05:30:00Z
969,2020-02-02,13,2020-02-02T06:00:00Z
968,2020-02-02,14,2020-02-02T06:30:00Z
967,2020-02-02,15,2020-02-02T07:00:00Z
966,2020-02-02,16,2020-02-02T07:30:00Z
965,2020-02-02,17,2020-02-02T08:00:00Z
964,2020-02-02,18,2020-02-02T08:30:00Z
963,2020-02-02,19,2020-02-02T09:00:00Z
962,2020-02-02,20,2020-02-02T09:30:00Z
961,2020-02-02,21,2020-02-02T10:00:00Z
960,2020-02-02,22,2020-02-02T10:30:00Z
959,2020-02-02,23,2020-02-02T11:00:00Z
958,2020-02-02,24,2020-02-02T11:30:00Z
957,2020-02-02,25,2020-02-02T12:00:00Z
956,2020-02-02,26,2020-02-02T12:30:00Z
955,2020-02-02,27,2020-02-02T13:00:00Z
954,2020-02-02,28,2020-02-02T13:30:00Z
953,2020-02-02,29,2020-02-02T14:00:00Z
952,2020-02-02,30,2020-02-02T14:30:00Z
951,2020-02-02,41,2020-02-02T20:00:00Z
950,2020-02-02,42,2020-02-02T20:30:00Z
949,2020-02-02,43,2020-02-02T21:00:00Z
948,2020-02-02,44,2020-02-02T21:30:00Z
947,2020-02-02,45,2020-02-02T22:00:00Z
946,2020-02-02,46,2020-02-02T22:30:00Z
945,2020-02-02,47,2020-02-02T23:00:00Z
944,2020-02-02,48,2020-02-02T23:30:00Z
943,2020-02-03,1,2020-02-03T00:00:00Z
942,2020-02-03,2,2020-02-03T00:30:00Z
941,2020-02-03,3,2020-02-03T01:00:00Z
940,2020-02-03,4,2020-02-03T01:30:00Z
939,2020-02-03,5,2020-02-03T02:00:00Z
938,2020-02-03,6,2020-02-03T02:30:00Z
